ExpPeriod,ExpCountry,ExpBrkDwn,Value,Internetuse
2003,Germany,age 25 to 34,18.8992,selling goods or services
2003,Germany,age 25 to 34,65.4357,sending/receiving e-mails
2003,Germany,age 25 to 54,57.2366,finding information about goods and services
2003,Germany,age 25 to 54,28.1877,Internet banking
2003,Germany,age 25 to 54,0,seeking health information
2003,Germany,age 25 to 54,0,selling goods or services
2003,Germany,age 25 to 54,53.5123,sending/receiving e-mails
2003,Germany,age 35 to 44,60.8383,finding information about goods and services
2003,Germany,age 35 to 44,27.4372,Internet banking
2003,Germany,age 35 to 44,0,seeking health information
2003,Germany,age 35 to 44,14.8215,selling goods or services
2003,Germany,age 35 to 44,54.6457,sending/receiving e-mails
2003,Germany,age 45 to 54,42.6754,finding information about goods and services
2003,Germany,age 45 to 54,20.7541,Internet banking
2003,Germany,age 45 to 54,0,seeking health information
2003,Germany,age 45 to 54,0,selling goods or services
2003,Germany,age 45 to 54,41.3957,sending/receiving e-mails
2003,Germany,age 55 to 64,21.9726,finding information about goods and services
2003,Germany,age 55 to 64,0,Internet banking
2003,Germany,age 55 to 64,0,seeking health information
2003,Germany,age 55 to 64,0,selling goods or services
2003,Germany,age 55 to 64,22.6957,sending/receiving e-mails
2003,Germany,age 55 to 74,0,finding information about goods and services
2003,Germany,age 55 to 74,0,Internet banking
2003,Germany,age 55 to 74,0,seeking health information
2003,Germany,age 55 to 74,0,selling goods or services
2003,Germany,age 55 to 74,0,sending/receiving e-mails
2003,Germany,age 65 to 74,0,finding information about goods and services
2003,Germany,age 65 to 74,0,Internet banking
2003,Germany,age 65 to 74,0,seeking health information
2003,Germany,age 65 to 74,0,selling goods or services
2003,Germany,age 65 to 74,0,sending/receiving e-mails
2003,Germany,age 75 and over,0,finding information about goods and services
2003,Germany,age 75 and over,0,Internet banking
2003,Germany,age 75 and over,0,seeking health information
2003,Germany,age 75 and over,0,selling goods or services
2003,Germany,age 75 and over,0,sending/receiving e-mails
2003,Germany,all ages,45.4564,finding information about goods and services
2003,Germany,all ages,20.6522,Internet banking
2003,Germany,all ages,0,seeking health information
2003,Germany,all ages,9.7482,selling goods or services
2003,Germany,all ages,44.3426,sending/receiving e-mails
2003,Greece,age 16 to 24,20.9539,finding information about goods and services
2003,Greece,age 16 to 24,0.9752,Internet banking
2003,Greece,age 16 to 24,4.6287,seeking health information
2003,Greece,age 16 to 24,0,selling goods or services
2003,Greece,age 16 to 24,27.9942,sending/receiving e-mails
2003,Greece,age 25 to 34,20.6947,finding information about goods and services
2003,Greece,age 25 to 34,2.7494,Internet banking
2003,Greece,age 25 to 34,4.3856,seeking health information
2003,Greece,age 25 to 34,0,selling goods or services
2003,Greece,age 25 to 34,19.7642,sending/receiving e-mails
2003,Greece,age 25 to 54,13.3555,finding information about goods and services
2003,Greece,age 25 to 54,2.0533,Internet banking
2003,Greece,age 25 to 54,3.1155,seeking health information
2003,Greece,age 25 to 54,0.1934,selling goods or services
2003,Greece,age 25 to 54,13.1869,sending/receiving e-mails
2003,Greece,age 35 to 44,13.5831,finding information about goods and services
2003,Greece,age 35 to 44,2.3654,Internet banking
2003,Greece,age 35 to 44,3.1091,seeking health information
2003,Greece,age 35 to 44,0.5572,selling goods or services
2003,Greece,age 35 to 44,14.0698,sending/receiving e-mails
2003,Greece,age 45 to 54,5.888,finding information about goods and services
2003,Greece,age 45 to 54,1.0385,Internet banking
2003,Greece,age 45 to 54,1.8717,seeking health information
2003,Greece,age 45 to 54,0,selling goods or services
2003,Greece,age 45 to 54,5.7782,sending/receiving e-mails
2003,Greece,age 55 to 64,4.2458,finding information about goods and services
2003,Greece,age 55 to 64,0.3344,Internet banking
2003,Greece,age 55 to 64,1.0717,seeking health information
2003,Greece,age 55 to 64,0,selling goods or services
2003,Greece,age 55 to 64,3.9235,sending/receiving e-mails
2003,Greece,age 55 to 74,2.5338,finding information about goods and services
2003,Greece,age 55 to 74,0.1742,Internet banking
2003,Greece,age 55 to 74,0.7326,seeking health information
2003,Greece,age 55 to 74,0,selling goods or services
2003,Greece,age 55 to 74,2.4936,sending/receiving e-mails
2003,Greece,age 65 to 74,0.6714,finding information about goods and services
2003,Greece,age 65 to 74,0,Internet banking
2003,Greece,age 65 to 74,0.3638,seeking health information
2003,Greece,age 65 to 74,0,selling goods or services
2003,Greece,age 65 to 74,0.9382,sending/receiving e-mails
2003,Greece,all ages,11.3901,finding information about goods and services
2003,Greece,all ages,1.3429,Internet banking
2003,Greece,all ages,2.6581,seeking health information
2003,Greece,all ages,0.1076,selling goods or services
2003,Greece,all ages,12.3687,sending/receiving e-mails
2003,Iceland,age 16 to 24,79.6616,finding information about goods and services
2003,Iceland,age 16 to 24,45.2588,Internet banking
2003,Iceland,age 16 to 24,52.141,seeking health information
2003,Iceland,age 16 to 24,6.1065,selling goods or services
2003,Iceland,age 16 to 24,85.9108,sending/receiving e-mails
2003,Iceland,age 25 to 34,80.8672,finding information about goods and services
2003,Iceland,age 25 to 34,62.2046,Internet banking
2003,Iceland,age 25 to 34,62.64,seeking health information
2003,Iceland,age 25 to 34,9.7327,selling goods or services
2003,Iceland,age 25 to 34,84.0057,sending/receiving e-mails
2003,Iceland,age 25 to 54,76.6949,finding information about goods and services
2003,Iceland,age 25 to 54,58.6634,Internet banking
2003,Iceland,age 25 to 54,52.127,seeking health information
2003,Iceland,age 25 to 54,9.9005,selling goods or services
2003,Iceland,age 25 to 54,79.8747,sending/receiving e-mails
2003,Iceland,age 35 to 44,77.5071,finding information about goods and services
2003,Iceland,age 35 to 44,61.6429,Internet banking
2003,Iceland,age 35 to 44,52.1415,seeking health information
2003,Iceland,age 35 to 44,9.8837,selling goods or services
2003,Iceland,age 35 to 44,82.3528,sending/receiving e-mails
2003,Iceland,age 45 to 54,71.4817,finding information about goods and services
2003,Iceland,age 45 to 54,51.6371,Internet banking
2003,Iceland,age 45 to 54,41.2994,seeking health information
2003,Iceland,age 45 to 54,10.0922,selling goods or services
2003,Iceland,age 45 to 54,72.8114,sending/receiving e-mails
2003,Iceland,age 55 to 64,45.2071,finding information about goods and services
2003,Iceland,age 55 to 64,25.3674,Internet banking
2003,Iceland,age 55 to 64,3.9132,selling goods or services
2003,Iceland,age 55 to 64,50.775,sending/receiving e-mails
2003,Iceland,age 55 to 74,34.9774,finding information about goods and services
2003,Iceland,age 55 to 74,20.4551,Internet banking
2003,Iceland,age 55 to 74,2.8585,selling goods or services
2003,Iceland,age 55 to 74,39.7051,sending/receiving e-mails
2003,Iceland,age 65 to 74,21.0359,finding information about goods and services
2003,Iceland,age 65 to 74,13.7606,Internet banking
2003,Iceland,age 65 to 74,1.421,selling goods or services
2003,Iceland,age 65 to 74,24.6187,sending/receiving e-mails
2003,Iceland,all ages,68.775,finding information about goods and services
2003,Iceland,all ages,47.676,Internet banking
2003,Iceland,all ages,45.6749,seeking health information
2003,Iceland,all ages,7.569,selling goods or services
2003,Iceland,all ages,72.985,sending/receiving e-mails
2003,Ireland,age 16 to 24,23.9215,finding information about goods and services
2003,Ireland,age 16 to 24,4.4386,Internet banking
2003,Ireland,age 16 to 24,0,seeking health information
2003,Ireland,age 16 to 24,1.2148,selling goods or services
2003,Ireland,age 16 to 24,28.3601,sending/receiving e-mails
2003,Ireland,age 25 to 34,32.3377,finding information about goods and services
2003,Ireland,age 25 to 34,15.2963,Internet banking
2003,Ireland,age 25 to 34,10.6115,seeking health information
2003,Ireland,age 25 to 34,1.7136,selling goods or services
2003,Ireland,age 25 to 34,36.1578,sending/receiving e-mails
2003,Ireland,age 25 to 54,25.5149,finding information about goods and services
2003,Ireland,age 25 to 54,11.5862,Internet banking
2003,Ireland,age 25 to 54,0,seeking health information
2003,Ireland,age 25 to 54,1.4693,selling goods or services
2003,Ireland,age 25 to 54,29.7242,sending/receiving e-mails
2003,Ireland,age 35 to 44,26.0845,finding information about goods and services
2003,Ireland,age 35 to 44,11.5193,Internet banking
2003,Ireland,age 35 to 44,0,seeking health information
2003,Ireland,age 35 to 44,1.4584,selling goods or services
2003,Ireland,age 35 to 44,30.9212,sending/receiving e-mails
2003,Ireland,age 45 to 54,15.8865,finding information about goods and services
2003,Ireland,age 45 to 54,6.773,Internet banking
2003,Ireland,age 45 to 54,0,seeking health information
2003,Ireland,age 45 to 54,1.1599,selling goods or services
2003,Ireland,age 45 to 54,19.9047,sending/receiving e-mails
2003,Ireland,age 55 to 64,8.614,finding information about goods and services
2003,Ireland,age 55 to 64,3.3959,Internet banking
2003,Ireland,age 55 to 64,0,seeking health information
2003,Ireland,age 55 to 64,0,selling goods or services
2003,Ireland,age 55 to 64,11.8995,sending/receiving e-mails
2003,Ireland,age 55 to 74,6.109,finding information about goods and services
2003,Ireland,age 55 to 74,0,Internet banking
2003,Ireland,age 55 to 74,0,seeking health information
2003,Ireland,age 55 to 74,0,selling goods or services
2003,Ireland,age 55 to 74,8.8424,sending/receiving e-mails
2003,Ireland,age 65 to 74,2.4072,finding information about goods and services
2003,Ireland,age 65 to 74,0,Internet banking
2003,Ireland,age 65 to 74,0,seeking health information
2003,Ireland,age 65 to 74,0,selling goods or services
2003,Ireland,age 65 to 74,4.3248,sending/receiving e-mails
2003,Ireland,all ages,21.1134,finding information about goods and services
2003,Ireland,all ages,8.0687,Internet banking
2003,Ireland,all ages,6.4777,seeking health information
2003,Ireland,all ages,1.1443,selling goods or services
2003,Ireland,all ages,25.0722,sending/receiving e-mails
2003,Lithuania,all ages,9.9835,finding information about goods and services
2003,Lithuania,all ages,3.4868,Internet banking
2003,Lithuania,all ages,0.3658,selling goods or services
2003,Lithuania,all ages,16.9554,sending/receiving e-mails
2003,Luxembourg,age 16 to 24,72.4643,finding information about goods and services
2003,Luxembourg,age 16 to 24,14.6576,Internet banking
2003,Luxembourg,age 16 to 24,30.9842,seeking health information
2003,Luxembourg,age 16 to 24,1.4123,selling goods or services
2003,Luxembourg,age 16 to 24,75.3713,sending/receiving e-mails
2003,Luxembourg,age 25 to 34,72.1888,finding information about goods and services
2003,Luxembourg,age 25 to 34,47.4116,Internet banking
2003,Luxembourg,age 25 to 34,30.2998,seeking health information
2003,Luxembourg,age 25 to 34,19.4737,selling goods or services
2003,Luxembourg,age 25 to 34,73.3258,sending/receiving e-mails
2003,Luxembourg,age 25 to 54,56.6828,finding information about goods and services
2003,Luxembourg,age 25 to 54,33.6069,Internet banking
2003,Luxembourg,age 25 to 54,25.6732,seeking health information
2003,Luxembourg,age 25 to 54,8.8466,selling goods or services
2003,Luxembourg,age 25 to 54,57.0737,sending/receiving e-mails
2003,Luxembourg,age 35 to 44,48.8424,finding information about goods and services
2003,Luxembourg,age 35 to 44,27.1784,Internet banking
2003,Luxembourg,age 35 to 44,24.764,seeking health information
2003,Luxembourg,age 35 to 44,2.6164,selling goods or services
2003,Luxembourg,age 35 to 44,48.9923,sending/receiving e-mails
2003,Luxembourg,age 45 to 54,49.5266,finding information about goods and services
2003,Luxembourg,age 45 to 54,26.5462,Internet banking
2003,Luxembourg,age 45 to 54,21.75,seeking health information
2003,Luxembourg,age 45 to 54,5.013,selling goods or services
2003,Luxembourg,age 45 to 54,49.4027,sending/receiving e-mails
2003,Luxembourg,age 55 to 64,18.791,finding information about goods and services
2003,Luxembourg,age 55 to 64,5.6243,Internet banking
2003,Luxembourg,age 55 to 64,11.5351,seeking health information
2003,Luxembourg,age 55 to 64,0.8348,selling goods or services
2003,Luxembourg,age 55 to 64,19.3751,sending/receiving e-mails
2003,Luxembourg,age 55 to 74,11.1065,finding information about goods and services
2003,Luxembourg,age 55 to 74,3.6855,Internet banking
2003,Luxembourg,age 55 to 74,6.6831,seeking health information
